Marca temporal,Puntuación,"¿Cuál es tu edad?
",¿Cuál es tu género?,¿Cuál es tu ocupación?,¿Cuál es el máximo nivel educativo que alcanzaste?,Los dinosaurios se extinguieron porque cayó un meteorito. ,"No percibimos ningún movimiento, por lo tanto la Tierra no se mueve.","Cuando pateamos un penal siempre hay que prestarle mucha atención al pie de apoyo: lo dice Messi, que es un especialista en esto. ","A diferencia de los planetas, las estrellas tienen luz propia.","El pasto es verde, así que los animales herbívoros seguramente se alimentan de él.",Jorge está ahorrando porque quiere irse de vacaciones. ,"Todos los metales se dilatan con el calor. El hierro se dilata con el calor, por lo tanto el hierro es un metal. ","El problema de los discursos anticientíficos es una preocupación urgente a nivel internacional, puesto que estudios en distintos países mostraron que cada vez más gente descree de las vacunas. ","No debemos vacunarnos contra el COVID-19 porque Lucía Langer, médica inmunóloga del Hospital Italiano, afirmó que esas vacunas tienen “hidróxido de grafeno” y “el grafeno se utiliza para controlar a la gente”. ","En Brasil se habla portugués, así que seguramente fue colonia portuguesa. ","Mi abuela siempre me dijo: el mate sin edulcorante, y las tortas fritas con azúcar.","El perro, el gato, la vaca, los ratones son mamíferos y tienen cuatro patas; por lo tanto, todos los mamíferos tenemos cuatro patas. ","El fútbol es pasión de multitudes; por lo tanto, seguramente se juega con una pelota redonda. ","Como Messi nació en Roma y Roma queda en Italia, Messi nació en Italia. ","1) El continente americano fue descubierto porque Colón buscaba una nueva vía hacia las Indias. Por lo tanto, una casualidad tuvo una importancia crucial para la historia moderna.",2)	El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN: la estructura fue elucidada porque Franklin era una gran cristalógrafa. ,"3) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados, porque Newton pudo hacer descubrimientos espectaculares en buena medida gracias a las contribuciones previas de Kepler y Galileo.",4) Como defensores de la vida y la libertad tenemos la obligación de decir esto: cientos de personas en todo el mundo murieron porque se les inoculó el veneno experimental de Soros y Bill Gates. Este veneno debería ser prohibido.,"5) Nuestra alimentación y la actividad física son muy importantes para nuestro desarrollo, así que tenemos que tratar de comer variado y de hacer mucho deporte.","6) El hierro, un elemento abundante en la corteza terrestre, es un metal, al igual que el cobre y la plata, con lo cual seguramente se dilata al ser calentado."
16/07/2022 11:43:02,,31,Mujer,Estudiante,Universitario de grado incompleto,No es un argumento,Es un argumento,No es un argumento,No es un argumento,Es un argumento,Es un argumento,Es un argumento,No es un argumento,Es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,c) Una casualidad tuvo una importancia crucial para la historia moderna,d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,c) Se les inoculó el veneno experimental de Soros y Bill Gates.,Nuestra alimentación y la actividad física son muy importantes para nuestro desarrollo.,El hierro es un metal
16/07/2022 11:44:21,,29,Mujer,Estudiante,Universitario de grado completo,Es un argumento,Es un argumento,Es un argumento,No es un argumento,No es un argumento,Es un argumento,Es un argumento,Es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,c) Una casualidad tuvo una importancia crucial para la historia moderna,d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,b) Newton pudo hacer descubrimientos espectaculares en buena medida gracias a las contribuciones previas de Kepler y Galileo,a) Este veneno debería ser prohibido.,Nuestra alimentación y la actividad física son muy importantes para nuestro desarrollo.,El hierro se dilata al ser calentado
16/07/2022 11:44:44,,29,Mujer,Empleada administrativa ,Terciario incompleto,No es un argumento,Es un argumento,Es un argumento,No es un argumento,Es un argumento,Es un argumento,Es un argumento,Es un argumento,Es un argumento,Es un argumento,No es un argumento,Es un argumento,No es un argumento,Es un argumento,"d) Por lo tanto, una casualidad tuvo una importancia crucial para la historia moderna",b) Porque Franklin era una gran cristalógrafa,b) Newton pudo hacer descubrimientos espectaculares en buena medida gracias a las contribuciones previas de Kepler y Galileo,a) Este veneno debería ser prohibido.,Tenemos que tratar de comer variado y de hacer mucho deporte.,El hierro es un elemento abundante en la corteza terrestre
16/07/2022 11:44:54,,38,Mujer,Periodista ,Universitario de grado incompleto,No es un argumento,Es un argumento,Es un argumento,No es un argumento,No es un argumento,Es un argumento,No es un argumento,Es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,b) El continente americano fue descubierto,c) Franklin era una gran cristalógrafa,e) Gracias a las contribuciones previas de Kepler y Galileo,d) Porque se les inoculó el veneno experimental de Soros y Bill Gates.,Nuestra alimentación y la actividad física son muy importantes para nuestro desarrollo.,El hierro es un metal al igual que el cobre y la plata
16/07/2022 11:44:54,,37,Mujer,Docente,Posgrado incompleto,No es un argumento,Es un argumento,Es un argumento,No es un argumento,Es un argumento,No es un argumento,No es un argumento,Es un argumento,No es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,c) Una casualidad tuvo una importancia crucial para la historia moderna,d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,e) Tenemos la obligación de decir esto.,Nuestra alimentación y la actividad física son muy importantes para nuestro desarrollo.,El hierro se dilata al ser calentado
16/07/2022 11:45:00,,32,Mujer,Empleada,Universitario de grado completo,Es un argumento,No es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,No es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,c) Una casualidad tuvo una importancia crucial para la historia moderna,d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,a) Este veneno debería ser prohibido.,Tenemos que tratar de comer variado y de hacer mucho deporte.,El hierro se dilata al ser calentado
16/07/2022 11:46:24,,36 años.,Mujer,Cosmiatra.,Universitario de grado incompleto,Es un argumento,Es un argumento,Es un argumento,No es un argumento,No es un argumento,Es un argumento,No es un argumento,Es un argumento,Es un argumento,No es un argumento,No es un argumento,Es un argumento,No es un argumento,Es un argumento,"d) Por lo tanto, una casualidad tuvo una importancia crucial para la historia moderna",d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,e) Tenemos la obligación de decir esto.,Tenemos que tratar de comer variado y de hacer mucho deporte.,El hierro es un metal al igual que el cobre y la plata
16/07/2022 11:47:10,,26,Mujer,estudiante,Universitario de grado incompleto,Es un argumento,No es un argumento,Es un argumento,No es un argumento,No es un argumento,Es un argumento,No es un argumento,Es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,c) Una casualidad tuvo una importancia crucial para la historia moderna,d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,a) Este veneno debería ser prohibido.,Tenemos que tratar de comer variado y de hacer mucho deporte.,El hierro se dilata al ser calentado
16/07/2022 11:47:14,,25,Mujer,Estudiante,Universitario de grado incompleto,Es un argumento,Es un argumento,Es un argumento,No es un argumento,Es un argumento,Es un argumento,Es un argumento,Es un argumento,Es un argumento,Es un argumento,Es un argumento,Es un argumento,Es un argumento,Es un argumento,b) El continente americano fue descubierto,d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,a) Este veneno debería ser prohibido.,Nuestra alimentación y la actividad física son muy importantes para nuestro desarrollo.,El hierro es un metal
16/07/2022 11:47:20,,47,Varón,Administrativo ,Terciario completo,No es un argumento,No es un argumento,Es un argumento,No es un argumento,No es un argumento,Es un argumento,Es un argumento,Es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,"d) Por lo tanto, una casualidad tuvo una importancia crucial para la historia moderna",b) Porque Franklin era una gran cristalógrafa,b) Newton pudo hacer descubrimientos espectaculares en buena medida gracias a las contribuciones previas de Kepler y Galileo,e) Tenemos la obligación de decir esto.,Así que tenemos que tratar de comer variado.,El hierro se dilata al ser calentado
16/07/2022 11:48:18,,21,Mujer,Estudiante,Secundario completo,Es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,Es un argumento,No es un argumento,Es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,c) Una casualidad tuvo una importancia crucial para la historia moderna,d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,a) Este veneno debería ser prohibido.,Tenemos que tratar de comer variado y de hacer mucho deporte.,El hierro se dilata al ser calentado
16/07/2022 11:48:38,,45,Mujer,Abogada,Posgrado incompleto,Es un argumento,No es un argumento,No es un argumento,Es un argumento,No es un argumento,Es un argumento,Es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,"d) Por lo tanto, una casualidad tuvo una importancia crucial para la historia moderna",b) Porque Franklin era una gran cristalógrafa,a) Newton pudo hacer descubrimientos espectaculares,a) Este veneno debería ser prohibido.,Tenemos que tratar de comer variado y de hacer mucho deporte.,El hierro es un elemento abundante en la corteza terrestre
16/07/2022 11:48:47,,44,Mujer,Docente,Universitario de grado incompleto,No es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,Es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,No es un argumento,No es un argumento,"d) Por lo tanto, una casualidad tuvo una importancia crucial para la historia moderna",c) Franklin era una gran cristalógrafa,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,c) Se les inoculó el veneno experimental de Soros y Bill Gates.,Tenemos que tratar de comer variado y de hacer mucho deporte.,El hierro es un elemento abundante en la corteza terrestre
16/07/2022 11:49:07,,35,Mujer,Program Manager,Universitario de grado completo,No es un argumento,No es un argumento,No es un argumento,Es un argumento,No es un argumento,Es un argumento,Es un argumento,Es un argumento,Es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,c) Una casualidad tuvo una importancia crucial para la historia moderna,d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,a) Este veneno debería ser prohibido.,Tenemos que tratar de comer variado y de hacer mucho deporte.,El hierro se dilata al ser calentado
16/07/2022 11:49:31,,61,Varón,Medico,Posgrado completo,Es un argumento,Es un argumento,Es un argumento,No es un argumento,No es un argumento,Es un argumento,Es un argumento,Es un argumento,No es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,b) El continente americano fue descubierto,d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,b) Cientos de personas en todo el mundo murieron.,Tratar de comer variado y hacer mucho deporte.,El hierro se dilata al ser calentado
16/07/2022 11:49:36,,37,Mujer,Docente ,Universitario de grado incompleto,Es un argumento,No es un argumento,Es un argumento,Es un argumento,No es un argumento,Es un argumento,No es un argumento,Es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,"d) Por lo tanto, una casualidad tuvo una importancia crucial para la historia moderna",d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,e) Tenemos la obligación de decir esto.,Tenemos que tratar de comer variado y de hacer mucho deporte.,El hierro se dilata al ser calentado
16/07/2022 11:51:54,,37,Mujer,Community manager ,Posgrado completo,Es un argumento,Es un argumento,Es un argumento,Es un argumento,No es un argumento,Es un argumento,Es un argumento,Es un argumento,No es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,c) Una casualidad tuvo una importancia crucial para la historia moderna,d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,c) Se les inoculó el veneno experimental de Soros y Bill Gates.,Así que tenemos que tratar de comer variado.,El hierro es un elemento abundante en la corteza terrestre
16/07/2022 11:53:52,,40,Varón,Ing de software ,Universitario de grado incompleto,No es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,No es un argumento,Es un argumento,No es un argumento,Es un argumento,c) Una casualidad tuvo una importancia crucial para la historia moderna,d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,a) Este veneno debería ser prohibido.,Nuestra alimentación y la actividad física son muy importantes para nuestro desarrollo.,El hierro se dilata al ser calentado
